State,Place,Date,Time,Infected,Total_Infected
Jammu And Kashmir, ,28-03-2020,Evening,12,951
West Bengal, ,28-03-2020,Evening,4,955
Andhra Pradesh, ,28-03-2020,Evening,0,955
Ladakh, ,28-03-2020,Evening,-3,952
Chhattisgarh, ,28-03-2020,Evening,1,953
Uttarakhand, ,28-03-2020,Evening,1,954
Himachal Pradesh, ,28-03-2020,Evening,-1,952
Odisha, ,28-03-2020,Evening,1,953
Maharashtra, ,29-03-2020,Evening,36,989
Kerela, ,29-03-2020,Evening,20,1009
Karnataka, ,29-03-2020,Evening,9,1018
Delhi, ,29-03-2020,Evening,32,1050
Uttar Pradesh, ,29-03-2020,Evening,17,1084
Telangana, ,29-03-2020,Evening,5,1089
Gujarat, ,29-03-2020,Evening,9,1098
Rajasthan, ,29-03-2020,Evening,5,1103
Tamil Nadu, ,29-03-2020,Evening,8,1111
Madhya Pradesh, ,29-03-2020,Evening,6,1117
Jammu And Kashmir, ,29-03-2020,Evening,11,1128
Haryana, ,29-03-2020,Evening,2,1130
West Bengal, ,29-03-2020,Evening,5,1135
Andhra Pradesh, ,29-03-2020,Evening,6,1141
Bihar, ,29-03-2020,Evening,6,1147
Andaman And Nicobar, ,29-03-2020,Evening,3,1150
Uttarakhand, ,29-03-2020,Evening,1,1151
Goa, ,29-03-2020,Evening,2,1153
Kerela, ,30-03-2020,Evening,32,1185
Maharashtra, ,30-03-2020,Evening,17,1202
Delhi, ,30-03-2020,Evening,25,1227
Uttar Pradesh, ,30-03-2020,Evening,24,1251
Karnataka, ,30-03-2020,Evening,8,1259
Telangana, ,30-03-2020,Evening,7,1266
Gujarat, ,30-03-2020,Evening,7,1273
Rajasthan, ,30-03-2020,Evening,10,1283
Tamil Nadu, ,30-03-2020,Evening,17,1300
Jammu And Kashmir, ,30-03-2020,Evening,11,1311
Madhya Pradesh, ,30-03-2020,Evening,8,1319
Punjab, ,30-03-2020,Evening,3,1322
Haryana, ,30-03-2020,Evening,1,1323
Andhra Pradesh, ,30-03-2020,Evening,4,1327
West Bengal, ,30-03-2020,Evening,2,1329
Chandigarh, ,30-03-2020,Evening,5,1334
Andaman And Nicobar, ,30-03-2020,Evening,1,1335
Maharashtra, ,31-03-2020,Evening,68,1403
Maharashtra, ,31-03-2020,Evening,14,1417
Kerela, ,31-03-2020,Evening,7,1424
Tamil Nadu, ,31-03-2020,Evening,57,1481
Delhi, ,31-03-2020,Evening,23,1504
Karnataka, ,31-03-2020,Evening,10,1514
Uttar Pradesh, ,31-03-2020,Evening,5,1519
Rajasthan, ,31-03-2020,Evening,14,1533
Rajasthan, ,31-03-2020,Evening,10,1543
Telangana, ,31-03-2020,Evening,15,1558
Gujarat, ,31-03-2020,Evening,4,1562
Madhya Pradesh, ,31-03-2020,Evening,19,1581
Jammu And Kashmir, ,31-03-2020,Evening,6,1587
Andhra Pradesh, ,31-03-2020,Evening,21,1608
Haryana, ,31-03-2020,Evening,7,1615
West Bengal, ,31-03-2020,Evening,5,1620
Bihar, ,31-03-2020,Evening,6,1626
Chandigarh, ,31-03-2020,Evening,2,1628
Chhattisgarh, ,31-03-2020,Evening,2,1630
Odisha, ,31-03-2020,Evening,1,1631
Assam, ,31-03-2020,Evening,1,1632
Jharkhand, ,31-03-2020,Evening,1,1633
Maharashtra, ,01-04-2020,Evening,23,1656
Delhi, ,01-04-2020,Evening,1,1657
Maharashtra, ,01-04-2020,Evening,10,1667
Kerela, ,01-04-2020,Evening,24,1691
Tamil Nadu, ,01-04-2020,Evening,110,1801
Delhi, ,01-04-2020,Evening,31,1832
Rajasthan, ,01-04-2020,Evening,27,1859
Uttar Pradesh, ,01-04-2020,Evening,15,1874
Andhra Pradesh, ,01-04-2020,Evening,67,1941
Karnataka, ,01-04-2020,Evening,9,1950
Telangana, ,01-04-2020,Evening,5,1955
Gujarat, ,01-04-2020,Evening,13,1968
Madhya Pradesh, ,01-04-2020,Evening,20,1988
Jammu And Kashmir, ,01-04-2020,Evening,7,1995
Punjab, ,01-04-2020,Evening,5,2000
West Bengal, ,01-04-2020,Evening,10,2010
Bihar, ,01-04-2020,Evening,3,2013
Assam, ,01-04-2020,Evening,12,2025
Pondicherry, ,01-04-2020,Evening,2,2027
Maharashtra, ,02-04-2020,Evening,81,2108
Tamil Nadu, ,02-04-2020,Evening,75,2183
Delhi, ,02-04-2020,Evening,141,2324
Kerela, ,02-04-2020,Evening,21,2345
Andhra Pradesh, ,02-04-2020,Evening,32,2377
Rajasthan, ,02-04-2020,Evening,13,2390
Telangana, ,02-04-2020,Evening,30,2420
Karnataka, ,02-04-2020,Evening,11,2431
Uttar Pradesh, ,02-04-2020,Evening,4,2435
Uttar Pradesh, ,02-04-2020,Evening,1,2436
Madhya Pradesh, ,02-04-2020,Evening,14,2450
Jammu And Kashmir, ,02-04-2020,Evening,8,2458
West Bengal, ,02-04-2020,Evening,16,2474
Haryana, ,02-04-2020,Evening,6,2480
Punjab, ,02-04-2020,Evening,1,2481
Chandigarh, ,02-04-2020,Evening,3,2484
Jharkhand, ,02-04-2020,Evening,1,2485
Manipur, ,02-04-2020,Evening,1,2486
Arunachal Pradesh, ,02-04-2020,Evening,1,2487
Assam, ,02-04-2020,Evening,3,2490
Odisha, ,02-04-2020,Evening,1,2491
Maharashtra, ,03-04-2020,Evening,7,2498
Tamil Nadu, ,03-04-2020,Evening,102,2600
Delhi, ,03-04-2020,Evening,91,2691
Kerela, ,03-04-2020,Evening,9,2700
Uttar Pradesh, ,03-04-2020,Evening,44,2744
Uttar Pradesh, ,03-04-2020,Evening,7,2751
Rajasthan, ,03-04-2020,Evening,33,2784
Andhra Pradesh, ,03-04-2020,Evening,12,2796
Andhra Pradesh, ,03-04-2020,Evening,6,2802
Telangana, ,03-04-2020,Evening,27,2829
Madhya Pradesh, ,03-04-2020,Evening,22,2851
Madhya Pradesh, ,03-04-2020,Evening,7,2858
Karnataka, ,03-04-2020,Evening,7,2865
Gujarat, ,03-04-2020,Evening,8,2873
Jammu And Kashmir, ,03-04-2020,Evening,5,2878
Haryana, ,03-04-2020,Evening,8,2886
West Bengal, ,03-04-2020,Evening,0,2886
Punjab, ,03-04-2020,Evening,4,2890
Bihar, ,03-04-2020,Evening,5,2895
Assam, ,03-04-2020,Evening,4,2899
Odisha, ,03-04-2020,Evening,4,2903
Goa, ,03-04-2020,Evening,1,2904
Uttarakhand, ,03-04-2020,Evening,3,2907
Himachal Pradesh, ,03-04-2020,Evening,3,2910
Pondicherry, ,03-04-2020,Evening,2,2912
Maharashtra, ,04-04-2020,Evening,114,3026
Tamil Nadu, ,04-04-2020,Evening,74,3100
Delhi, ,04-04-2020,Evening,49,3149
Delhi, ,04-04-2020,Evening,12,3161
Kerela, ,04-04-2020,Evening,11,3172
Telangana, ,04-04-2020,Evening,74,3246
Telangana, ,04-04-2020,Evening,1,3247
Uttar Pradesh, ,04-04-2020,Evening,55,3302
Rajasthan, ,04-04-2020,Evening,34,3336
Andhra Pradesh, ,04-04-2020,Evening,29,3365
Karnataka, ,04-04-2020,Evening,16,3381
Gujarat, ,04-04-2020,Evening,10,3391
Jammu And Kashmir, ,04-04-2020,Evening,17,3408
Haryana, ,04-04-2020,Evening,26,3434
Haryana, ,04-04-2020,Evening,1,3435
Punjab, ,04-04-2020,Evening,12,3447
Punjab, ,04-04-2020,Evening,2,3449
West Bengal, ,04-04-2020,Evening,0,3449
Bihar, ,04-04-2020,Evening,2,3451
Assam, ,04-04-2020,Evening,5,3456
Uttarakhand, ,04-04-2020,Evening,12,3468
Odisha, ,04-04-2020,Evening,11,3479
Ladakh, ,04-04-2020,Evening,1,3480
Chhattisgarh, ,04-04-2020,Evening,1,3481
Goa, ,04-04-2020,Evening,1,3482
Madhya Pradesh, ,04-04-2020,Evening,25,3507
Andhra Pradesh, ,05-04-2020,Evening,36,3543
Andaman And Nicobar, ,05-04-2020,Evening,0,3543
Assam, ,05-04-2020,Evening,1,3544
Bihar, ,05-04-2020,Evening,-1,3543
Chhattisgarh, ,05-04-2020,Evening,0,3543
Delhi, ,05-04-2020,Evening,58,3601
Gujarat, ,05-04-2020,Evening,17,3618
Haryana, ,05-04-2020,Evening,0,3618
Himachal Pradesh, ,05-04-2020,Evening,7,3625
Jammu And Kashmir, ,05-04-2020,Evening,14,3639
Jharkhand, ,05-04-2020,Evening,1,3640
Karnataka, ,05-04-2020,Evening,7,3647
Kerela, ,05-04-2020,Evening,8,3655
Ladakh, ,05-04-2020,Evening,0,3655
Madhya Pradesh, ,05-04-2020,Evening,11,3666
Maharashtra, ,05-04-2020,Evening,153,3819
Odisha, ,05-04-2020,Evening,1,3820
Punjab, ,05-04-2020,Evening,3,3823
Rajasthan, ,05-04-2020,Evening,53,3876
Tamil Nadu, ,05-04-2020,Evening,86,3962
Telangana, ,05-04-2020,Evening,92,4054
Uttarakhand, ,05-04-2020,Evening,4,4058
Uttar Pradesh, ,05-04-2020,Evening,0,4058
West Bengal, ,05-04-2020,Evening,27,4085
Maharashtra, ,06-04-2020,Evening,178,4263
Tamil Nadu, ,06-04-2020,Evening,50,4313
Delhi, ,06-04-2020,Evening,22,4335
Telangana, ,06-04-2020,Evening,43,4378
Kerela, ,06-04-2020,Evening,13,4391
Uttar Pradesh, ,06-04-2020,Evening,78,4469
Andhra Pradesh, ,06-04-2020,Evening,77,4546
Rajasthan, ,06-04-2020,Evening,48,4594
Madhya Pradesh, ,06-04-2020,Evening,91,4685
Karnataka, ,06-04-2020,Evening,12,4697
Gujarat, ,06-04-2020,Evening,24,4721
Haryana, ,06-04-2020,Evening,26,4747
Jammu And Kashmir, ,06-04-2020,Evening,3,4750
West Bengal, ,06-04-2020,Evening,0,4750
Punjab, ,06-04-2020,Evening,11,4761
Odisha, ,06-04-2020,Evening,19,4780
Bihar, ,06-04-2020,Evening,2,4782
Uttarakhand, ,06-04-2020,Evening,5,4787
Assam, ,06-04-2020,Evening,0,4787
Himachal Pradesh, ,06-04-2020,Evening,5,4792
Jharkhand, ,06-04-2020,Evening,1,4793
Tripura, ,06-04-2020,Evening,1,4794
Dadra And Nagar Haveli, ,06-04-2020,Evening,1,4795
Maharashtra, ,07-04-2020,Evening,150,4945
Tamil Nadu, ,07-04-2020,Evening,69,5014
Delhi, ,07-04-2020,Evening,51,5065
Telangana, ,07-04-2020,Evening,40,5105
Rajasthan, ,07-04-2020,Evening,42,5147
Kerela, ,07-04-2020,Evening,9,5156
Uttar Pradesh, ,07-04-2020,Evening,27,5183
Andhra Pradesh, ,07-04-2020,Evening,11,5194
Madhya Pradesh, ,07-04-2020,Evening,34,5228
Gujarat, ,07-04-2020,Evening,29,5257
Karnataka, ,07-04-2020,Evening,12,5269
Haryana, ,07-04-2020,Evening,33,5302
Jammu And Kashmir, ,07-04-2020,Evening,16,5318
Punjab, ,07-04-2020,Evening,20,5338
West Bengal, ,07-04-2020,Evening,11,5349
Punjab, ,07-04-2020,Evening,0,5349
West Bengal, ,07-04-2020,Evening,0,5349
Odisha, ,07-04-2020,Evening,2,5351
Bihar, ,07-04-2020,Evening,2,5353
Uttarakhand, ,07-04-2020,Evening,0,5353
Assam, ,07-04-2020,Evening,1,5354
Chandigarh, ,07-04-2020,Evening,0,5354
Himachal Pradesh, ,07-04-2020,Evening,0,5354
Maharashtra, ,08-04-2020,Evening,117,5471
Tamil Nadu, ,08-04-2020,Evening,48,5519
Delhi, ,08-04-2020,Evening,93,5612
Telangana, ,08-04-2020,Evening,49,5661
Rajasthan, ,08-04-2020,Evening,40,5701
Uttar Pradesh, ,08-04-2020,Evening,29,5730
Andhra Pradesh, ,08-04-2020,Evening,34,5764
Kerela, ,08-04-2020,Evening,9,5773
Madhya Pradesh, ,08-04-2020,Evening,51,5824
Gujarat, ,08-04-2020,Evening,11,5835
Karnataka, ,08-04-2020,Evening,6,5841
Haryana, ,08-04-2020,Evening,24,5865
Jammu And Kashmir, ,08-04-2020,Evening,33,5898
Punjab, ,08-04-2020,Evening,7,5905
West Bengal, ,08-04-2020,Evening,8,5913
Odisha, ,08-04-2020,Evening,0,5913
Bihar, ,08-04-2020,Evening,5,5918
Uttarakhand, ,08-04-2020,Evening,4,5922
Assam, ,08-04-2020,Evening,1,5923
Himachal Pradesh, ,08-04-2020,Evening,9,5932
Chandigarh, ,08-04-2020,Evening,0,5932
Andaman And Nicobar, ,08-04-2020,Evening,1,5933
Maharashtra, ,09-04-2020,Evening,229,6162
Tamil Nadu, ,09-04-2020,Evening,96,6258
Delhi, ,09-04-2020,Evening,51,6309
Telangana, ,09-04-2020,Evening,18,6327
Rajasthan, ,09-04-2020,Evening,80,6407
Madhya Pradesh, ,09-04-2020,Evening,70,6477
Uttar Pradesh, ,09-04-2020,Evening,49,6526
Andhra Pradesh, ,09-04-2020,Evening,15,6541
Kerela, ,09-04-2020,Evening,12,6553
Gujarat, ,09-04-2020,Evening,76,6629
Karnataka, ,09-04-2020,Evening,16,6645
Jammu And Kashmir, ,09-04-2020,Evening,26,6671
Haryana, ,09-04-2020,Evening,3,6674
Punjab, ,09-04-2020,Evening,24,6698
West Bengal, ,09-04-2020,Evening,4,6702
Bihar, ,09-04-2020,Evening,19,6721
Odisha, ,09-04-2020,Evening,2,6723
Uttarakhand, ,09-04-2020,Evening,0,6723
Assam, ,09-04-2020,Evening,1,6724
Himachal Pradesh, ,09-04-2020,Evening,1,6725
Chhattisgarh, ,09-04-2020,Evening,8,6733
Jharkhand, ,09-04-2020,Evening,9,6742
Maharashtra, ,10-04-2020,Evening,210,6952
Tamil Nadu, ,10-04-2020,Evening,77,7029
Delhi, ,10-04-2020,Evening,183,7212
Rajasthan, ,10-04-2020,Evening,99,7311
Telangana, ,10-04-2020,Evening,16,7327
Madhya Pradesh, ,10-04-2020,Evening,40,7367
Uttar Pradesh, ,10-04-2020,Evening,23,7390
Andhra Pradesh, ,10-04-2020,Evening,18,7408
Gujarat, ,10-04-2020,Evening,116,7524
Kerela, ,10-04-2020,Evening,7,7531
Jammu And Kashmir, ,10-04-2020,Evening,23,7554
Karnataka, ,10-04-2020,Evening,10,7564
Haryana, ,10-04-2020,Evening,6,7570
Punjab, ,10-04-2020,Evening,21,7591
West Bengal, ,10-04-2020,Evening,13,7604
Bihar, ,10-04-2020,Evening,2,7606
Odisha, ,10-04-2020,Evening,4,7610
Chandigarh, ,10-04-2020,Evening,1,7611
Ladakh, ,10-04-2020,Evening,1,7612
Jharkhand, ,10-04-2020,Evening,1,7613
Pondicherry, ,10-04-2020,Evening,2,7615
Tripura, ,10-04-2020,Evening,1,7616
Maharashtra, ,11-04-2020,Evening,187,7803
Delhi, ,11-04-2020,Evening,166,7969
Tamil Nadu, ,11-04-2020,Evening,58,8027
Rajasthan, ,11-04-2020,Evening,116,8143
Telangana, ,11-04-2020,Evening,0,8143
Gujarat, ,11-04-2020,Evening,90,8233
Uttar Pradesh, ,11-04-2020,Evening,19,8252
Madhya Pradesh, ,11-04-2020,Evening,0,8252
Andhra Pradesh, ,11-04-2020,Evening,24,8276
Kerela, ,11-04-2020,Evening,9,8285
Jammu And Kashmir, ,11-04-2020,Evening,17,8302
Karnataka, ,11-04-2020,Evening,8,8310
Haryana, ,11-04-2020,Evening,3,8313
Punjab, ,11-04-2020,Evening,7,8320
West Bengal, ,11-04-2020,Evening,10,8330
Bihar, ,11-04-2020,Evening,1,8331
Odisha, ,11-04-2020,Evening,2,8333
Himachal Pradesh, ,11-04-2020,Evening,4,8337
Jharkhand, ,11-04-2020,Evening,3,8340
Maharashtra, ,12-04-2020,Evening,221,8561
Delhi, ,12-04-2020,Evening,85,8646
Tamil Nadu, ,12-04-2020,Evening,106,8752
Rajasthan, ,12-04-2020,Evening,126,8878
Madhya Pradesh, ,12-04-2020,Evening,111,8989
Telangana, ,12-04-2020,Evening,44,9033
Gujarat, ,12-04-2020,Evening,48,9081
Uttar Pradesh, ,12-04-2020,Evening,31,9112
Andhra Pradesh, ,12-04-2020,Evening,15,9127
Kerela, ,12-04-2020,Evening,2,9129
Jammu And Kashmir, ,12-04-2020,Evening,21,9150
Karnataka, ,12-04-2020,Evening,17,9167
Haryana, ,12-04-2020,Evening,16,9183
Punjab, ,12-04-2020,Evening,12,9195
West Bengal, ,12-04-2020,Evening,8,9203
Bihar, ,12-04-2020,Evening,3,9206
Odisha, ,12-04-2020,Evening,4,9210
Chhattisgarh, ,12-04-2020,Evening,7,9217
Chandigarh, ,12-04-2020,Evening,2,9219
Jharkhand, ,12-04-2020,Evening,2,9221
Maharashtra, ,14-04-2020,Evening,702,9923
Delhi, ,14-04-2020,Evening,407,10330
Tamil Nadu, ,14-04-2020,Evening,129,10459
Rajasthan, ,14-04-2020,Evening,201,10660
Madhya Pradesh, ,14-04-2020,Evening,179,10839
Uttar Pradesh, ,14-04-2020,Evening,177,11016
Gujarat, ,14-04-2020,Evening,134,11150
Telangana, ,14-04-2020,Evening,113,11263
Andhra Pradesh, ,14-04-2020,Evening,53,11316
Kerela, ,14-04-2020,Evening,11,11327
Jammu And Kashmir, ,14-04-2020,Evening,33,11360
Karnataka, ,14-04-2020,Evening,28,11388
Haryana, ,14-04-2020,Evening,3,11391
West Bengal, ,14-04-2020,Evening,56,11447
Punjab, ,14-04-2020,Evening,14,11461
Bihar, ,14-04-2020,Evening,2,11463
Odisha, ,14-04-2020,Evening,6,11469
Uttarakhand, ,14-04-2020,Evening,2,11471
Chhattisgarh, ,14-04-2020,Evening,8,11479
Assam, ,14-04-2020,Evening,3,11482
Himachal Pradesh, ,14-04-2020,Evening,0,11482
Jharkhand, ,14-04-2020,Evening,8,11490
Ladakh, ,14-04-2020,Evening,2,11492
Meghalaya, ,14-04-2020,Evening,1,11493
Nagaland, ,14-04-2020,Evening,1,11494
